Category,Message,Label,Clean
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,u secret admir look make contact u find r reveal think ur special call
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1,welcom select servic ad benefit call special train advisor free mobil diall
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,freemsg award free mini digit camera repli snap collect prize quizclub opt stop p wk sp rwm ph
ham,Wot is u up 2 then bitch?,0,wot u bitch
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,save money wed lingeri www bridal petticoatdream co uk choos superb select nation deliveri brought weddingfriend
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk
ham,Later i guess. I needa do mcat study too.,0,later guess needa mcat studi
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,mobil mth updat latest camera video phone free keep ur number get extra free min text text ye call
ham,Yes there were many sweets,0,ye mani sweet
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,free top rington sub weekli rington get st week free send subpoli per week stop sm
ham,I dont want to hear anything,0,dont want hear anyth
ham,K...k...when will you give treat?,0,k k give treat
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",0,alrit girl u know gail neva wrong take care sweet worri c u l tr hun love yaxxx
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend p tone repli hl info
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,join uk horniest dog servic u sex nite sign follow instruct txt entri nyt ec lp msg p
ham,Try neva mate!!,0,tri neva mate
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,import inform orang user today lucki day find log onto http www urawinn com fantast surpris await
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,1,today vodafon number end select receiv award number match call receiv award
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0,yeah leav coupl minut amp let know get mu
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,get free mobil video player free movi collect text go free extra film order c appli yr
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,0,u find time bu coz need sort stuff
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,1,xma reward wait comput randomli pick loyal mobil custom receiv reward call
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,babe u want dont u babi im nasti thing filthyguy fanci rude time sexi bitch go slo n hard txt xxx slo msg
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,hous water dock boat roll newscast dabbl jazz flute behind wheel
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkent p
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,good even sir hope nice day want bring notic late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,privat account statement show un redeem point call identifi code expir
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,got anoth job one hospit data analysi someth start monday sure thesi got finish
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1,stop club tone repli stop mix see tone com enjoy html term club tone cost gbp week mfl
ham,How dare you change my ring,0,dare chang ring
ham,Where you. What happen,0,happen
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,marri local women look discreet action real match instantli phone text match msg cost p stop txt stop bcmsfwc n xx
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,hungri gay guy feel hungri call p min stop text call p min
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",0,wow never realiz embarass accomod thought like sinc best could alway seem happi cave sorri give sorri offer sorri room embarass
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,knock knock txt whose enter r weekli draw gift voucher store yr choic cs www tkl com age stoptxtstop week
ham,Hi its in durban are you still on this number,0,hi durban still number
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,1,ur tonex subscript renew charg choos poli month www clubz co uk bill msg
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0,movi theatr go watch unlimit movi pay
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",0,sorri call later meet thing relat trade pleas call arul lt gt
ham,Merry christmas to u too annie!,0,merri christma u anni
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,like tell deepest darkest fantasi call p min stop text call nat rate
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc www ldew com win ppmx age
ham,Yup. Thk of u oso boring wat.,0,yup thk u oso bore wat
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,u nokia plu free digit camera u get u win free auction take part send nokia pobox tcr w
ham,If I get there before you after your ten billion calls and texts so help me god,0,get ten billion call text help god
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,babe goe day sip cappuccino think love send kiss across sea
ham,"Okay, good, no problem, and thanx!",0,okay good problem thanx
ham,Sorry da thangam.it's my mistake.,0,sorri da thangam mistak
ham,One small prestige problem now.,0,one small prestig problem
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm
ham,Let me know when you've got the money so carlos can make the call,0,let know got money carlo make call
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1,dear voucher holder claim week offer pc pleas go http www wtlp co uk text ts cs appli
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,pleas inform applic airtel broadband process success instal happen within day
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt
ham,"Sir, i am waiting for your call, once free please call me.",0,sir wait call free pleas call
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,urgent mobil xxx bonu caller prize nd attempt reach call asap box n qp ppm
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1,bore housew chat n date bt nation rate p min landlin
ham,What's ur pin?,0,ur pin
ham,"Aight, we'll head out in a few",0,aight head
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,sm servic inclus text credit pl goto www comuk net login unsubscrib stop extra charg help po box ip
